SEGID,EDITKEY,ADJ2023,ADJ2028,ADJ2032,ADJ2042,ADJ2050,NOTES,TIMESTAMP,ObjectId,NOTES_FURREV
0089_409.6,bill,-1000,0,1000,0,0,Smoothing,1693278690822,156,
0089_410.0,bill,-1000,0,1000,0,0,Smoothing,1693278705684,157,
0089_410.2,bill,-1000,0,0,0,0,Smoothing,1693278717307,158,
0089_410.5,bill,-1000,0,0,0,0,Smoothing,1693278738073,159,
0089_410.7,bill,-1000,0,0,0,0,Smoothing,1693278752066,160,
0089_411.1,bill,-1000,0,0,0,0,Smoothing,1693278764323,161,
0089_411.1,bill,-1000,0,500,0,0,Smoothing,1693278770563,162,
0089_410.7,bill,-1000,0,500,0,0,Smoothing,1693278783521,163,
0089_411.3,bill,-1000,0,0,0,0,Smoothing,1693278800851,164,
0089_411.7,bill,-1000,0,500,0,0,Smoothing,1693278815262,165,
0089_412.2,bill,-1000,0,500,0,0,Smoothing,1693278827203,166,
0089_412.4,bill,0,0,0,-500,0,Smoothing,1693278843396,167,
0089_412.9,bill,0,0,0,-1000,0,Smoothing,1693278865195,168,
0089_413.1,bill,0,0,0,-1000,0,Smoothing,1693278903723,169,
0089_413.3,bill,0,0,0,-1000,0,Smoothing,1693278914012,170,
0089_413.6,bill,0,0,0,-1000,0,Smoothing,1693278926138,171,
0089_413.9,bill,0,0,0,0,0,None,1693278940248,172,
0089_414.2,bill,0,0,0,0,0,None,1693278947018,173,
0089_414.4,bill,0,0,0,0,0,None,1693278953822,174,
0089_414.5,bill,0,0,0,-1000,0,Smoothing,1693278965998,175,
0089_414.9,bill,0,0,0,-1000,0,Smoothing,1693278988380,176,
0089_415.4,bill,0,0,0,-1000,0,Smoothing,1693279002538,177,
0089_415.9,bill,0,0,0,-1000,0,Smoothing,1693279014262,178,
0089_416.5,bill,0,0,0,-1000,0,Smoothing,1693279025838,179,
0089_417.0,bill,0,0,0,0,0,None,1693279034793,180,
0089_417.4,bill,0,0,0,0,0,None,1693279040548,181,
0089_417.9,bill,0,0,0,0,0,None,1693279046701,182,
0089_418.2,bill,0,0,0,0,0,None,1693279052305,183,
0089_418.6,bill,0,0,0,0,0,None,1693279058225,184,
0089_419.3,bill,0,0,0,0,0,None,1693279065515,185,
0089_420.1,bill,0,0,0,0,0,None,1693279076489,186,
0089_420.1,bill,0,0,0,0,0,WHY SO LOW COMPARED TO SEGMENT JUST TO SOUTH!,1693279126454,187,
0089_420.3,bill,0,0,0,0,0,None,1693279134043,188,
0089_421.7,bill,0,0,0,0,0,None,1693279142098,189,
0089_422.5,bill,0,0,0,0,0,None,1693279152122,190,
0097_000.0,bill,0,0,0,0,0,West Weber extended in 2042,1693279187246,191,
0097_000.0,bill,-500,0,0,0,0,West Weber extended in 2042,1693279202706,192,
0097_000.5,bill,0,0,0,0,0,West Weber extended in 2042,1693279211928,193,
0097_001.1,bill,0,0,0,0,0,West Weber extended in 2042,1693279215703,194,
0097_001.5,bill,0,0,0,0,0,West Weber extended in 2042,1693279227905,195,
0097_002.0,bill,-500,-1000,500,0,0,Smoothing,1693279244899,196,
0097_003.1,bill,0,-1000,1000,0,0,Smoothing,1693279257275,197,
0097_003.6,bill,0,-2000,0,0,0,Smoothing,1693279319149,198,
0097_004.1,bill,0,-2000,0,0,0,Smoothing,1693279332058,199,
0097_004.4,bill,0,-2000,0,0,0,Smoothing,1693279342549,200,
0097_005.1,bill,0,0,0,0,0,New 1800 N interchange in 2032,1693279401238,201,
0060_000.8,bill,200,200,200,0,0,Smoothing,1693279482309,202,
3322_000.0,bill,200,200,0,0,0,Smoothing,1693279502922,203,
3355_000.5,bill,350,400,400,0,0,Smoothing,1693279543033,204,
3355_000.0,bill,350,400,500,0,0,Smoothing,1693279569733,205,
3355_000.0,bill,360,300,500,0,0,Smoothing,1693279579590,206,
3355_001.0,bill,350,0,0,0,0,Smoothing,1693279598771,207,
0097_005.1,bill,0,0,0,0,0,New 1800 N interchange in 2028,1693279674388,208,
0097_005.3,bill,-5000,-5000,0,0,0,Smoothing,1693279721485,209,
0097_005.3,bill,-8000,-8000,0,0,0,Smoothing,1693279731475,210,
0097_005.3,bill,-8000,-10000,0,0,0,Smoothing,1693279738113,211,
0097_005.3,bill,-8000,-10000,0,-500,500,Smoothing,1693279746569,212,
0104_000.0,bill,-1500,0,0,0,0,Smoothing,1693279762095,213,
0104_000.0,bill,-1500,500,0,0,0,Smoothing,1693279775486,214,
0104_000.7,bill,0,0,0,0,0,None,1693279782863,215,
0104_001.0,bill,0,0,0,0,0,New connectivity in 2042,1693279819717,216,
0104_001.8,bill,0,0,0,0,0,New connectivity in 2042,1693279825371,217,
0104_002.5,bill,0,0,0,0,0,New connectivity in 2042,1693279830734,218,
0108_008.5,bill,0,0,0,0,0,None,1693279850047,219,
0108_009.0,bill,1000,0,0,0,0,Smoothing,1693279867111,220,
0108_010.0,bill,1000,0,0,0,0,Smoothing,1693279879070,221,
0108_011.3,bill,0,0,0,0,0,None,1693279899202,222,
0108_010.8,bill,0,0,0,0,0,None,1693279903990,223,
0108_010.1,bill,0,0,0,0,0,None,1693279910826,224,
0108_012.0,bill,0,0,0,0,0,New capacity in 2042,1693279927357,225,
0108_012.7,bill,0,0,0,0,0,New capacity in 2042,1693279934996,226,
0126_008.2,bill,0,0,0,-1000,1000,New 1800 N interchange in 2028,1693279994625,227,
0126_008.2,bill,0,0,0,-1500,1500,New 1800 N interchange in 2028,1693280005732,228,
3310_000.0,bill,800,0,0,0,0,New 1800 N interchange in 2028,1693280156765,229,
3310_000.5,bill,1500,0,0,0,0,New 1800 N interchange in 2028,1693280176514,230,
3310_000.5,bill,1500,0,500,0,0,New 1800 N interchange in 2028,1693280184402,231,
3310_000.5,bill,1500,0,500,300,0,New 1800 N interchange in 2028,1693280191824,232,
3311_000.0,bill,0,0,0,0,0,None,1693280200284,233,
3315_000.6,bill,-500,500,-1000,-1000,500,,1693280234356,234,
3315_000.6,bill,-500,500,-1000,-1000,500,Smoothing,1693280239431,235,
3316_000.6,bill,500,-500,500,0,0,Smoothing,1693280255607,236,
3316_000.8,bill,-500,-1000,500,0,0,Smoothing,1693280287313,237,
3316_000.8,bill,-1000,-500,1000,0,0,Smoothing,1693280306612,238,
3316_000.8,bill,500,-500,1000,0,0,Smoothing,1693280315818,239,
3316_000.8,bill,0,0,1000,0,0,Smoothing,1693280328828,240,
3316_000.8,bill,0,-500,1000,0,0,Smoothing,1693280335900,241,
3316_000.8,bill,0,-500,1000,500,0,Smoothing,1693280341922,242,
3316_000.8,bill,0,-500,800,500,0,Smoothing,1693280350327,243,
3316_000.8,bill,0,-500,800,600,0,Smoothing,1693280356967,244,
3316_001.6,bill,-500,-500,500,0,0,Smoothing,1693280378715,245,
3316_001.7,bill,0,0,0,0,0,NO MODEL DATA!,1693280394860,246,
3316_001.8,bill,0,0,0,0,0,NO MODEL DATA,1693280402518,247,
3318_000.0,bill,0,500,500,0,0,Smoothing,1693280416093,248,
3318_000.0,bill,0,500,500,500,0,Smoothing,1693280425151,249,
3320_000.0,bill,0,0,0,0,0,NO OBSERVED DATA!,1693280441481,250,
3320_000.3,bill,0,0,0,0,0,NO OBSERVED DATA!,1693280455673,251,
3320_000.8,bill,0,0,0,0,0,NO OBSERVED DATA!,1693280464213,252,
3320_001.8,bill,0,0,0,0,0,NO OBSERVED DATA!,1693280472922,253,
3320_002.4,bill,0,0,0,0,0,NO OBSERVED DATA!,1693280481778,254,
3328_000.0,bill,0,0,0,0,0,None,1693280508682,255,
3328_000.6,bill,0,0,0,0,0,None,1693280514635,256,
3328_001.0,bill,0,0,0,0,0,None,1693280519590,257,
3328_001.2,bill,100,0,0,0,0,Smoothing,1693280528295,258,
3330_000.0,bill,100,0,0,0,0,Smoothing,1693280541539,259,
3336_000.0,bill,0,-100,-100,0,0,Smoothing,1693280559753,260,
3340_000.0,bill,-50,0,0,0,0,,1693280571563,261,
3340_000.0,bill,-100,0,0,0,0,Smoothing,1693280581587,262,
3340_000.8,bill,0,0,-200,0,0,Smoothing,1693280593846,263,
3344_000.0,bill,0,0,-100,0,0,Smoothing,1693280613227,264,
3342_000.0,bill,0,0,0,0,0,None,1693280620382,265,
3344_002.2,bill,-200,-200,-100,0,0,Smoothing,1693280649388,266,
3344_002.2,bill,-200,-200,-100,500,500,Smoothing,1693280660178,267,
3344_002.2,bill,-200,-200,-300,500,500,Smoothing,1693280675441,268,
3345_000.0,bill,0,0,0,0,0,NO MODEL DATA!,1693280686448,269,
3346_000.0,bill,0,0,0,-300,0,Smoothing,1693280705929,270,
3346_000.8,bill,0,0,500,-1000,500,Smoothing,1693280723928,271,
3346_000.8,bill,0,0,0,-1000,500,Smoothing,1693280732726,272,
3346_000.8,bill,0,0,-100,-1000,500,Smoothing,1693280740556,273,
3346_000.8,bill,0,0,-100,-900,500,Smoothing,1693280748356,274,
3346_001.0,bill,0,0,-500,-1000,0,,1693280763864,275,
3346_001.0,bill,-200,-200,-500,-1000,500,Smoothing,1693280776879,276,
3346_001.0,bill,-200,-300,-500,-1000,500,Smoothing,1693280786778,277,
3347_000.0,bill,0,0,0,0,0,NO MODEL DATA!,1693280801237,278,
3347_000.7,bill,0,0,0,0,0,NO MODEL DATA!,1693280807926,279,
3348_000.0,bill,0,-100,-100,-200,800,Smoothing,1693280826438,280,
3348_000.0,bill,0,-100,-100,-300,800,Smoothing,1693280831381,281,
3348_000.8,bill,0,-200,-100,200,600,Smoothing,1693280850974,282,
3348_000.8,bill,0,-200,-100,400,600,Smoothing,1693280861214,283,
3348_000.8,bill,0,-200,-100,400,1200,Smoothing,1693280867687,284,
3348_000.8,bill,0,-200,-100,400,1500,Smoothing,1693280872976,285,
3348_000.8,bill,0,-200,-100,400,1300,Smoothing,1693280878195,286,
0126_008.7,bill,0,2000,0,0,0,New capacity on I-15 in 2023.,1693328793872,287,
0126_008.7,bill,0,2500,0,0,0,New capacity on I-15 in 2023.,1693328799680,288,
0126_008.7,bill,0,2500,0,-1000,0,New capacity on I-15 in 2023.,1693328807814,289,
0126_008.7,bill,0,0,0,-1000,0,New capacity on I-15 in 2023. New capacity on 5600 S in 2028.,1693328967752,290,
0126_009.1,bill,500,0,0,0,0,,1693328981794,291,
0126_009.2,bill,500,0,0,0,0,,1693328990991,292,
0126_009.1,bill,500,0,0,0,0,New capacity on 5600 S in 2028.,1693329003775,293,
0126_009.2,bill,500,0,0,0,0,New capacity on 5600 S in 2028.,1693329006779,294,
0126_009.7,bill,0,0,500,0,0,Smoothing,1693329035295,295,
0126_010.2,bill,500,0,0,0,0,Smoothing,1693329432886,296,
0126_010.2,bill,0,0,0,0,0,,1693329511677,297,
0126_010.2,bill,0,0,0,0,0,None,1693329516029,298,
0126_010.7,bill,0,0,0,-500,0,,1693329525621,299,
0126_010.7,bill,0,0,0,-500,0,Smoothing,1693329529357,300,
0126_010.2,bill,-500,0,0,0,0,Smoothing and match small dip in 2023 in adjacent segments,1693329578655,301,
0126_011.2,bill,-500,0,0,0,0,Smoothing and match small dip in 2023 in adjacent segments,1693329597825,302,
0126_011.2,bill,-500,0,0,-500,0,Smoothing and match small dip in 2023 in adjacent segments,1693329624371,303,
0126_011.7,bill,0,0,0,0,0,New I-15 capacity in 2023. New Midland capacity/connectivity in 2028,1693329706177,304,
0126_012.7,bill,0,0,0,-500,0,New I-15 capacity in 2023. New Midland capacity/connectivity in 2028,1693329715814,305,
3366_002.5,bill,0,0,1700,1700,1700,WHY DOES THIS DROP IN 2032?!!,1693329777463,306,
3366_002.5,bill,0,0,1900,1900,1900,WHY DOES THIS DROP IN 2032?!!,1693329786080,307,
3366_002.5,bill,0,0,0,0,0,New connectivity in 2023,1693329892963,308,
3315_000.0,bill,0,500,0,-500,0,Smoothing,1693330087195,309,
3315_000.0,bill,0,500,-500,-500,0,Smoothing,1693330096577,310,
0126_013.3,bill,0,0,0,0,0,New Midland,1693330169913,311,
0126_013.3,bill,0,0,0,0,0,New Midland capacity/connectivity in 2028,1693330778281,312,
0126_013.3,bill,0,0,0,0,0,New Midland capacity/connectivity in 2028. New connectivity in 2032.,1693330811839,313,
0126_013.7,bill,3000,300,3000,3000,3000,New Midland capacity/connectivity in 2028. New connectivity in 2032.,1693330905328,314,
0126_013.7,bill,3000,3000,3000,3000,3000,New Midland capacity/connectivity in 2028. New connectivity in 2032.,1693330966597,315,
0039_002.4,bill,0,-1000,0,0,0,Added capacity in 2042.,1693330987331,316,
0039_001.5,bill,0,0,0,0,0,Added capacity in 2042.,1693330995661,317,
0126_014.5,bill,0,0,0,0,0,Added capacity in 2042,1693331080465,318,
0126_014.9,bill,0,0,0,0,0,Added capacity in 2042,1693331091044,319,
0126_016.1,bill,0,0,0,0,0,Added capacity in 2042,1693331100180,320,
0126_017.5,bill,0,500,1000,0,0,,1693331181628,321,
0126_017.5,bill,0,500,1000,0,0,Smoothing,1693331187081,322,
0126_017.5,bill,0,0,500,0,0,Smoothing,1693331202736,323,
0126_017.5,bill,0,500,1000,500,0,Smoothing,1693331219473,324,
0126_017.5,bill,0,500,1500,0,0,Smoothing,1693331225072,325,
0126_018.7,bill,0,-500,500,0,0,2032 INTERCHANGE IMPROVEMENTS???,1693331283864,326,
0126_019.7,bill,0,0,500,0,0,Smoothing,1693331306426,327,
0126_019.7,bill,0,0,500,-500,0,Smoothing,1693331315214,328,
3364_000.5,bill,-100,200,0,0,0,Smoothing,1693331438633,329,
3364_000.0,bill,0,100,0,0,0,Smoothing,1693331450951,330,
3364_001.5,bill,0,0,0,0,0,None,1693331463421,331,
3364_002.5,bill,0,0,0,0,0,None,1693331467569,332,
3366_000.0,bill,0,0,-200,1400,0,Smoothing,1693331520195,333,
3366_001.5,bill,0,500,-500,0,0,New road to west in 2042,1693331640194,334,
3366_002.1,bill,500,-500,0,0,0,Smoothing,1693331656205,335,
3366_002.1,bill,-500,500,0,0,0,Smoothing,1693331662061,336,
3366_002.1,bill,-200,500,0,0,0,Smoothing,1693331669897,337,
3366_002.1,bill,0,500,0,0,0,Smoothing,1693331677204,338,
3367_000.0,bill,100,0,0,0,0,Smoothing,1693331707181,339,
3367_001.0,bill,100,0,0,0,0,Smoothing,1693331718592,340,
3368_000.0,bill,0,0,0,0,0,NO MODEL DATA!!,1693331733005,341,
3368_000.5,bill,0,0,0,0,0,New connectivity in 2042,1693331759094,342,
3368_001.2,bill,0,0,0,0,0,New connectivity in 2042,1693331778093,343,
3368_001.2,bill,0,0,0,-500,0,New connectivity in 2042,1693331884650,344,
3368_001.7,bill,0,0,0,-500,0,Smoothing,1693331894684,345,
3368_002.7,bill,0,0,0,-1200,0,Smoothing,1693331930404,346,
3368_002.7,bill,0,0,0,-1800,0,Smoothing,1693331939374,347,
3368_002.7,bill,0,0,0,-1500,0,Smoothing,1693331947264,348,
3368_002.7,bill,0,0,-200,-1500,0,Smoothing,1693331955340,349,
3368_004.0,bill,0,0,0,-200,0,Smoothing,1693331972420,350,
3368_004.0,bill,0,100,0,-200,0,Smoothing,1693331978653,351,
3371_000.0,bill,0,0,0,-500,0,Smoothing,1693332015131,352,
3371_002.3,bill,0,0,0,-500,0,Smoothing,1693332025195,353,
3374_000.0,bill,0,0,0,500,0,Smoothing,1693332043443,354,
3374_002.4,bill,0,0,0,0,0,None,1693332057939,355,
3374_003.3,bill,0,0,0,-500,0,Smoothing,1693332066519,356,
3380_000.0,bill,0,0,0,0,0,Additional capacity on parallel corridor in 2050.,1693332129769,357,
3380_000.1,bill,0,0,500,0,0,Additional capacity on parallel corridor in 2050.,1693332140523,358,
3380_000.6,bill,100,100,200,0,0,Additional capacity on parallel corridor in 2050.,1693332156556,359,
3381_000.0,bill,0,-500,500,0,0,Additional capacity in 2028,1693332183302,360,
3381_000.0,bill,0,-500,500,-500,0,Additional capacity in 2028,1693332188254,361,
